,Unnamed: 0,user_id,book_id,rating,goodreads_book_id,tag_id,count,genre_x,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url
1820,1820,3183,1824,4,162089,20939,623,mystery,2191062,62,60887338,9780000000000.0,Sara Shepard,2007.0,Flawless,"Flawless (Pretty Little Liars, #2)",en-US,3.96,59403,64318,3150,849,3660,15492,21492,22825,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1827,1827,16126,1831,4,12849385,29076,165,suspense,17594837,58,446572993,9780000000000.0,David Baldacci,2012.0,The Innocent,"The Innocent (Will Robie, #1)",en-US,4.1,46216,56819,3704,490,1439,9720,25219,19951,https://images.gr-assets.com/books/1329854216m/12849385.jpg
1828,1828,1260,1832,4,2161733,20939,714,mystery,2167258,127,446402397,9780000000000.0,Tom Rob Smith,2008.0,Child 44,"Child 44 (Leo Demidov, #1)",eng,4.08,46734,56031,5355,717,1911,9446,24032,19925,https://images.gr-assets.com/books/1326549060m/2161733.jpg
1834,1834,8437,1838,5,8357992,30358,131,suspense,13212200,66,440339340,9780000000000.0,Lee Child,2010.0,Worth Dying For,"Worth Dying For (Jack Reacher, #15)",eng,4.2,47296,56320,2627,256,1070,8630,23333,23031,https://images.gr-assets.com/books/1356095648m/8357992.jpg
1860,1860,1460,1864,4,259538,20939,92,mystery,1176781,55,042510687X,9780000000000.0,Robin Cook,1987.0,Outbreak,"Outbreak (Dr. Marissa Blumenthal, #1)",eng,3.96,48357,49169,274,352,1713,12686,19072,15346,https://images.gr-assets.com/books/1344166275m/259538.jpg
1866,1866,2910,1870,4,455925,30358,249,suspense,694428,32,515130974,9780000000000.0,Lee Child,2000.0,The Visitor,"Running Blind (Jack Reacher, #4)",en-US,4.08,44681,57089,2403,351,1647,10674,24761,19656,https://images.gr-assets.com/books/1174926706m/455925.jpg
1867,1867,1562,1871,3,37301,20939,624,mystery,1070686,44,425205819,9780000000000.0,John Sandford,1989.0,Rules Of Prey,"Rules of Prey (Lucas Davenport, #1)",en-US,4.13,52416,56027,1574,843,1546,9633,21565,22440,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1868,1868,606,1872,4,84847,20939,323,mystery,685826,55,553589172,9780000000000.0,Tami Hoag,1999.0,Ashes to Ashes,"Ashes to Ashes (Kovac and Liska, #1)",eng,4.03,49139,50587,610,489,1625,11247,19498,17728,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1872,1872,6377,1876,4,10428708,30358,527,suspense,15333117,75,593065700,9780000000000.0,Lee Child,2011.0,The Affair,"The Affair (Jack Reacher, #16)",eng,4.11,43992,56437,3274,348,1418,10039,24293,20339,https://images.gr-assets.com/books/1327982045m/10428708.jpg
1878,1878,853,1882,3,9572203,20939,888,mystery,2697052,138,307595862,9780000000000.0,"Jo Nesbø, Don Bartlett",2007.0,Snømannen (Harry Hole #7) ,"The Snowman (Harry Hole, #7)",eng,4.04,47533,60531,5098,634,2230,11115,26594,19958,https://images.gr-assets.com/books/1355881478m/9572203.jpg
1888,1888,258,1892,5,16243,20939,1558,mystery,18001,77,316010707,9780000000000.0,Kate Atkinson,2004.0,Case Histories,Case Histories (Jackson Brodie #1),eng,3.82,54908,60139,4910,1126,3710,15133,25225,14945,https://images.gr-assets.com/books/1451442186m/16243.jpg
1898,1898,4531,1902,3,3613997,30358,262,suspense,3656764,82,385517831,9780000000000.0,John Grisham,2009.0,The Associate,The Associate,en-US,3.64,48838,51847,3520,1003,4409,17296,18563,10576,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1907,1907,5494,1911,3,7093952,20939,1776,mystery,7350661,65,670021873,9780000000000.0,Tana French,2010.0,Faithful Place,"Faithful Place (Dublin Murder Squad, #3)",eng,3.97,55355,61097,5736,584,2205,13196,27712,17400,https://images.gr-assets.com/books/1291165900m/7093952.jpg
1930,1930,1486,1934,3,6566722,20939,335,mystery,6759670,58,1401323820,9780000000000.0,Richard Castle,2008.0,Heat Wave,"Heat Wave (Nikki Heat, #1)",en-US,3.54,49283,55171,4487,1968,5963,18846,16822,11572,https://images.gr-assets.com/books/1257521812m/6566722.jpg
1937,1937,1566,1941,4,10112885,20939,1364,mystery,15182838,59,140006788X,9780000000000.0,Marisha Pessl,2013.0,Night Film,Night Film,eng,3.78,24865,55117,8039,1797,4627,12959,20335,15399,https://images.gr-assets.com/books/1363819140m/10112885.jpg
1943,1943,29081,1947,4,22744701,20939,475,mystery,41739579,25,,,Robert Dugoni,2014.0,My Sister's Grave,My Sister's Grave (Tracy Crosswhite #1),eng,4.0,31029,54934,3527,845,2245,11216,22579,18049,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1955,1955,7709,1959,3,6048530,20939,1492,mystery,6224145,36,312383282,9780000000000.0,Janet Evanovich,2009.0,Finger Lickin' Fifteen,"Finger Lickin' Fifteen (Stephanie Plum, #15)",en-US,3.98,65904,70872,3795,578,3242,17002,25909,24141,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1959,1959,370,1963,5,31259,30358,572,suspense,31538,94,752858491,9780000000000.0,Robert Ludlum,1990.0,The Bourne Ultimatum,"The Bourne Ultimatum (Jason Bourne, #3)",eng,4.04,47682,50319,785,519,2005,10269,19585,17941,https://images.gr-assets.com/books/1408928937m/31259.jpg
1968,1968,301,1972,5,19668,30358,536,suspense,5054709,72,425143325,9780000000000.0,Tom Clancy,1993.0,Without Remorse,"Without Remorse (Jack Ryan Universe, #1)",en-US,4.16,47148,49880,931,577,1620,8528,17634,21521,https://images.gr-assets.com/books/1310082706m/19668.jpg
1971,1971,207,1975,3,65110,20939,409,mystery,838097,50,64410153,9780000000000.0,"Lemony Snicket, Brett Helquist",2005.0,The Penultimate Peril,"The Penultimate Peril (A Series of Unfortunate Events, #12)",en-US,4.02,67482,69718,1581,778,3242,15198,24874,25626,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2008,2008,370,2012,4,13140,20939,636,mystery,3236117,92,446692654,9780000000000.0,James Patterson,1996.0,Jack & Jill,"Jack & Jill (Alex Cross, #3)",eng,3.95,51119,56005,1228,325,1928,14459,23052,16241,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2010,2010,1547,2014,3,185911,20939,482,mystery,4639409,51,345466608,9780000000000.0,Jonathan Kellerman,1985.0,When the Bough Breaks,"When the Bough Breaks (Alex Delaware, #1)",eng,4.02,48860,50189,578,588,1626,11036,20020,16919,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2012,2012,7960,2016,4,4494917,30358,551,suspense,4487466,81,593057058,9780000000000.0,Lee Child,2009.0,Gone Tomorrow,"Gone Tomorrow (Jack Reacher, #13)",eng,4.17,51570,59755,2359,411,1270,9698,24969,23407,https://images.gr-assets.com/books/1328395497m/4494917.jpg
2015,2015,5866,2019,5,2921082,20939,790,mystery,2948317,33,545060397,9780000000000.0,Rick Riordan,2008.0,The Maze of Bones ,"The Maze of Bones  (The 39 Clues, #1)",eng,3.83,59536,61950,4229,1998,4684,15438,19737,20093,https://images.gr-assets.com/books/1385117877m/2921082.jpg
2022,2022,406,2026,4,6138,20939,1653,mystery,1044477,260,375757856,9780000000000.0,"Wilkie Collins, Carolyn G. Heilbrun",1868.0,The Moonstone,The Moonstone,eng,3.9,50322,58283,3297,1256,3266,13487,22376,17898,https://images.gr-assets.com/books/1403192382m/6138.jpg
2026,2026,555,2030,4,64854,20939,1008,mystery,1300442,48,449223604,9780000000000.0,Sue Grafton,1996.0,"""M"" is for Malice","M is for Malice (Kinsey Millhone, #13)",en-GB,4.07,52843,54359,551,344,1144,12079,21480,19312,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2027,2027,537,2031,3,6531,20939,685,mystery,1827446,92,751530484,9780000000000.0,Patricia Cornwell,1998.0,Point of Origin,"Point of Origin (Kay Scarpetta, #9)",en-GB,4.02,48683,51078,522,412,1705,11930,19560,17471,https://images.gr-assets.com/books/1399629118m/6531.jpg
2044,2044,24945,2048,4,15811568,20939,581,mystery,21536832,81,525953485,9780000000000.0,Harlan Coben,2013.0,Six Years,Six Years,eng,3.8,36523,50489,4793,940,3327,13335,20036,12851,https://images.gr-assets.com/books/1348406182m/15811568.jpg
2051,2051,1235,2055,5,43931,20939,698,mystery,14591855,110,525950125,9780000000000.0,Harlan Coben,2007.0,The Woods,The Woods,eng,4.04,46234,51118,3118,287,1477,10597,22477,16280,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2053,2053,348,2057,3,11600163,20939,182,mystery,16542344,86,1444729705,9780000000000.0,John Grisham,2011.0,The Litigators,The Litigators,eng,3.77,38391,52274,5422,599,2999,15458,22108,11110,https://images.gr-assets.com/books/1320434601m/11600163.jpg
2055,2055,7051,2059,4,7959473,30358,472,suspense,11771611,50,141659518X,9780000000000.0,Vince Flynn,2010.0,American Assassin,"American Assassin (Mitch Rapp, #1)",eng,4.24,44196,49508,2395,554,1248,6678,18148,22880,https://images.gr-assets.com/books/1425389574m/7959473.jpg
2062,2062,2247,2066,3,762806,20939,518,mystery,90322,83,345298349,9780000000000.0,Martin Cruz Smith,1981.0,Gorky Park,"Gorky Park (Arkady Renko, #1)",eng,4.04,46847,48376,807,398,1634,10061,19961,16322,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2069,2069,74,2073,5,43330,30358,167,suspense,1686217,91,6472613,9780000000000.0,Sidney Sheldon,1982.0,Master of the Game,Master of the Game,eng,4.09,40111,43039,1313,364,1614,8555,15598,16908,https://images.gr-assets.com/books/1170095440m/43330.jpg
2070,2070,537,2074,4,6539,20939,1029,mystery,1454964,103,425201449,9780000000000.0,Patricia Cornwell,1994.0,The Body Farm,"The Body Farm (Kay Scarpetta, #5)",eng,4.04,51115,54459,969,261,1652,11962,22349,18235,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2090,2090,13236,2094,3,9583508,20939,1315,mystery,14470450,37,307932230,9780000000000.0,"Janet Evanovich, Lorelei King",2011.0,Smokin' Seventeen,"Smokin' Seventeen (Stephanie Plum, #17)",eng,3.94,41932,64640,4838,589,3246,16376,23607,20822,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2109,2109,33478,2113,4,23153154,20939,469,mystery,42700811,56,1455559822,9780000000000.0,David Baldacci,2015.0,Memory Man,"Memory Man (Amos Decker, #1)",eng,4.05,36871,56432,4151,1182,2109,9551,23346,20244,https://images.gr-assets.com/books/1421788503m/23153154.jpg
2117,2117,1300,2121,5,6977769,30358,626,suspense,6932011,72,385340583,9780000000000.0,Lee Child,2010.0,61 Hours,"61 Hours (Jack Reacher, #14)",en-US,4.08,43605,51841,3235,325,1459,9797,22380,17880,https://images.gr-assets.com/books/1320512665m/6977769.jpg
2131,2131,1300,2135,5,108942,30358,536,suspense,1053240,86,385340559,9780000000000.0,Lee Child,2007.0,Bad Luck and Trouble,"Bad Luck and Trouble (Jack Reacher, #11)",en-US,4.17,42539,50323,2114,202,939,8065,21811,19306,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2134,2134,9645,2138,4,7023554,20939,1295,mystery,7270473,37,739377728,9780000000000.0,Janet Evanovich,2009.0,Sizzling Sixteen,"Sizzling Sixteen (Stephanie Plum, #16)",eng,3.93,55685,63664,3784,585,3334,16294,22899,20552,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2146,2146,537,2150,3,132336,20939,1139,mystery,2361096,102,743493915,9780000000000.0,Patricia Cornwell,1991.0,Body of Evidence ,"Body of Evidence (Kay Scarpetta, #2)",en-US,4.0,50113,53652,927,217,1341,12822,23041,16231,https://images.gr-assets.com/books/1341835877m/132336.jpg
2148,2148,3183,2152,4,1651302,20939,531,mystery,2191060,53,60887370,9780000000000.0,Sara Shepard,2007.0,Perfect,"Perfect (Pretty Little Liars, #3)",eng,4.02,50922,55030,2204,638,2800,12529,18078,20985,https://images.gr-assets.com/books/1363681820m/1651302.jpg
2151,2151,158,2155,4,22076,30358,91,suspense,2818729,105,743211375,9780000000000.0,Stephen King,2002.0,From a Buick 8,From a Buick 8,en-US,3.42,47320,50079,1279,2180,6822,17825,14139,9113,https://images.gr-assets.com/books/1304686732m/22076.jpg
2176,2176,5454,2180,3,11007587,30358,416,suspense,15926531,57,446573019,9780000000000.0,David Baldacci,2011.0,Zero Day,"Zero Day (John Puller, #1)",en-US,3.99,38649,48922,2868,715,1862,10198,20747,15400,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2196,2196,10398,2200,5,7182899,20939,186,mystery,7686205,29,545060508,9780000000000.0,Margaret Peterson Haddix,2010.0,,"Into the Gauntlet (The 39 Clues, #10)",eng,3.99,48461,48918,810,2194,3164,9290,12534,21736,https://images.gr-assets.com/books/1357211070m/7182899.jpg
2199,2199,757,2203,3,149572,30358,329,suspense,1274575,103,553271989,9780000000000.0,Frederick Forsyth,1972.0,The Odessa File,The Odessa File,en-US,4.1,42529,44032,512,167,941,8734,18634,15556,https://images.gr-assets.com/books/1348786945m/149572.jpg
2203,2203,3702,2207,4,10805160,20939,1510,mystery,15718578,2,1444705105,9780000000000.0,Tana French,2012.0,Broken Harbor,"Broken Harbour (Dublin Murder Squad, #4)",eng,3.92,36704,50491,5418,573,2100,11404,22954,13460,https://images.gr-assets.com/books/1336120776m/10805160.jpg
2207,2207,983,2211,4,935308,20939,1080,mystery,2885250,142,1400031575,9780000000000.0,"Henning Mankell, Steven T. Murray",1991.0,Mördare utan ansikte,"Faceless Killers (Kurt Wallander, #1)",eng,3.78,43861,49558,2598,1030,3054,13488,20301,11685,https://images.gr-assets.com/books/1487941867m/935308.jpg
2208,2208,12256,2212,4,7933437,20939,265,mystery,11286470,80,385528043,9780000000000.0,John Grisham,2010.0,The Confession,The Confession,eng,3.81,41389,49934,5332,676,2946,13641,20684,11987,https://images.gr-assets.com/books/1320541779m/7933437.jpg
2210,2210,370,2214,3,21436,20939,585,mystery,2983256,99,1570425779,9780000000000.0,"James Patterson, Keith David, Anthony Heald",1997.0,Cat & Mouse,"Cat and Mouse (Alex Cross, #4)",en-GB,3.96,45217,50283,1059,309,1696,12523,20795,14960,https://images.gr-assets.com/books/1375828879m/21436.jpg
2212,2212,45782,2216,3,28815474,20939,661,mystery,48284103,59,735221081,9780000000000.0,Shari Lapena,2016.0,The Couple Next Door,The Couple Next Door,eng,3.74,63237,81542,8555,1833,6160,23022,30820,19707,https://images.gr-assets.com/books/1471502242m/28815474.jpg
2228,2228,34456,2232,3,17888952,20939,81,mystery,25035204,51,62294377,9780000000000.0,Mitch Albom,2013.0,The First Phone Call from Heaven,The First Phone Call from Heaven,eng,3.73,38957,43318,4466,1318,3523,12207,14618,11652,https://images.gr-assets.com/books/1380034020m/17888952.jpg
2231,2231,46,2235,5,16322,20939,2552,mystery,626006,240,1579126243,9780000000000.0,Agatha Christie,1936.0,The ABC Murders,"The A.B.C. Murders (Hercule Poirot, #13)",eng,3.97,49513,57370,2159,250,1906,14323,23443,17448,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2239,2239,3207,2243,5,25837341,20939,126,mystery,44628209,14,,,A.J. Banner,2015.0,,The Good Neighbor,eng,3.33,37604,38986,2898,1973,6264,13559,11439,5751,https://images.gr-assets.com/books/1465938498m/25837341.jpg
2241,2241,2323,2245,3,231562,30358,520,suspense,224289,79,440241014,9780000000000.0,Lee Child,2004.0,The Enemy,"The Enemy (Jack Reacher, #8)",en-US,4.15,42205,51036,1986,258,1041,8563,22069,19105,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2247,2247,7560,2251,4,7159515,20939,489,mystery,7383770,71,312595670,9780000000000.0,Chevy Stevens,2010.0,Still Missing,Still Missing,en-US,3.96,44223,50637,6113,912,2478,10467,20403,16377,https://images.gr-assets.com/books/1260468195m/7159515.jpg
2255,2255,73,2259,3,17841,20939,455,mystery,11221066,201,015603297X,9780000000000.0,"Umberto Eco, William Weaver",1988.0,Il pendolo di Foucault,Foucault's Pendulum,en-US,3.89,40829,48898,2649,1633,3603,10343,16318,17001,https://images.gr-assets.com/books/1396645125m/17841.jpg
2260,2260,14243,2264,3,11746513,20939,1212,mystery,16696160,33,345527712,9780000000000.0,Janet Evanovich,2011.0,Explosive Eighteen,"Explosive Eighteen (Stephanie Plum, #18)",eng,3.92,52993,59894,4637,503,3147,15891,21582,18771,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2264,2264,1450,2268,3,462033,20939,2446,mystery,976403,40,142004332,9780000000000.0,Jacqueline Winspear,2003.0,Maisie Dobbs,"Maisie Dobbs (Maisie Dobbs, #1)",en-US,3.91,49820,54118,5293,1040,2705,12324,21811,16238,https://images.gr-assets.com/books/1312066155m/462033.jpg
2269,2269,26377,2273,3,29981261,30358,441,suspense,47426931,21,,,Dot Hutchison,2016.0,The Butterfly Garden,The Butterfly Garden (The Collector #1),eng,4.07,53568,56042,5415,1260,2670,9453,20290,22369,https://images.gr-assets.com/books/1461392121m/29981261.jpg
2273,2273,537,2277,3,13128,20939,443,mystery,3295810,99,316159794,9780000000000.0,James Patterson,2006.0,Cross,"Cross (Alex Cross, #12)",eng,3.99,42476,46069,1680,423,1812,10713,18062,15059,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2292,2292,537,2296,4,232145,20939,677,mystery,2589885,96,751530492,9780000000000.0,Patricia Cornwell,1997.0,Unnatural Exposure,"Unnatural Exposure (Kay Scarpetta, #8)",en-GB,4.05,43531,46232,512,263,1343,10370,17973,16283,https://images.gr-assets.com/books/1383293921m/232145.jpg
2315,2315,4809,2319,4,5267365,20939,362,mystery,5334682,49,1423116380,9780000000000.0,Ally Carter,2009.0,Don't Judge a Girl by Her Cover,"Don't Judge a Girl by Her Cover (Gallagher Girls, #3)",en-US,4.2,55517,58508,2389,618,1784,9930,19190,26986,https://images.gr-assets.com/books/1359827132m/5267365.jpg
2319,2319,74,2323,2,43326,30358,52,suspense,1298936,74,446607207,9780000000000.0,Sidney Sheldon,1998.0,Tell Me Your Dreams,Tell Me Your Dreams,eng,3.93,34445,36904,1312,466,2032,9076,13508,11822,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2328,2328,14388,2332,4,29639736,20939,140,mystery,46247179,15,,,Kerry Lonsdale,2016.0,Everything We Keep,"Everything We Keep (Everything We Keep, #1)",eng,3.84,69018,69567,3734,2693,5079,15682,23180,22933,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2333,2333,185,2337,3,431,20939,301,mystery,2343071,102,143039830,9780143039840.0,"Paul Auster, Art Spiegelman",1987.0,The New York Trilogy,The New York Trilogy,eng,3.92,34730,42965,2418,807,2663,9082,17098,13315,https://images.gr-assets.com/books/1386924429m/431.jpg
2347,2347,537,2351,3,232123,20939,928,mystery,1427152,108,684193957,9780000000000.0,Patricia Cornwell,1992.0,All That Remains,"All That Remains (Kay Scarpetta, #3)",en-US,4.05,46604,50110,788,167,1101,11394,20921,16527,https://images.gr-assets.com/books/1341835948m/232123.jpg
2350,2350,370,2354,3,13130,20939,216,mystery,2513160,53,316013935,9780000000000.0,"James Patterson, Andrew Gross",2006.0,Judge & Jury,Judge & Jury,eng,3.98,38516,40618,890,413,1663,9837,15021,13684,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2356,2356,2514,2360,3,23125266,20939,600,mystery,42673812,64,751554154,9780000000000.0,Clare Mackintosh,2016.0,I Let You Go,I Let You Go,en-GB,4.09,39990,53710,7154,587,1796,8957,23119,19251,https://images.gr-assets.com/books/1429875945m/23125266.jpg
2369,2369,1523,2373,3,21718,20939,601,mystery,2590340,96,380820889,9780000000000.0,Karin Slaughter,2001.0,Blindsighted,"Blindsighted (Grant County, #1)",eng,4.1,41857,46667,1923,577,1487,8425,18229,17949,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2379,2379,1198,2383,4,204276,20939,422,mystery,15254937,94,446614459,9780000000000.0,David Baldacci,2003.0,Split Second,"Split Second (Sean King & Michelle Maxwell, #1)",en-US,3.98,38387,44168,1833,458,1461,9675,19459,13115,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2380,2380,5454,2384,4,9681098,20939,478,mystery,14183705,71,316069353,9780000000000.0,Michael Connelly,2011.0,The Fifth Witness,"The Fifth Witness (Mickey Haller, #5; Harry Bosch Universe, #20)",eng,4.17,37594,43750,2557,163,740,7000,19488,16359,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2387,2387,4625,2391,3,3552023,20939,388,mystery,3594131,39,545060427,9780000000000.0,Gordon Korman,2008.0,"One False Note (The 39 Clues, Book 2)","One False Note (The 39 Clues, #2)",eng,3.88,41970,44210,1511,1286,2890,11020,13620,15394,https://images.gr-assets.com/books/1357211034m/3552023.jpg
2389,2389,3069,2393,4,455930,30358,545,suspense,22852,90,515133310,9780000000000.0,Lee Child,2001.0,Echo Burning,"Echo Burning (Jack Reacher, #5)",en-US,3.98,38524,48311,2090,311,1787,11056,20682,14475,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2392,2392,4864,2396,4,15818362,30358,519,suspense,14106097,70,62197266,9780000000000.0,Elizabeth Haynes,2011.0,Into the Darkest Corner,Into the Darkest Corner,eng,4.1,20725,44965,4782,696,1644,7376,18194,17055,https://images.gr-assets.com/books/1355923186m/15818362.jpg
2394,2394,370,2398,3,79378,20939,503,mystery,22566,91,446605484,9780000000000.0,James Patterson,2000.0,Roses Are Red,"Roses are Red (Alex Cross, #6)",en-US,4.02,44383,47337,1074,249,1377,10942,19473,15296,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2396,2396,752,2400,3,92147,30358,465,suspense,1467817,67,60765240,9780000000000.0,James Rollins,2005.0,Map of Bones,"Map of Bones (Sigma Force, #2)",eng,4.06,42828,45531,1312,759,1907,8591,17054,17220,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2397,2397,24821,2401,5,22571540,20939,457,mystery,42038027,68,525953507,9780000000000.0,Harlan Coben,2015.0,The Stranger,The Stranger,eng,3.85,32333,43269,3807,659,2378,10895,18136,11201,https://images.gr-assets.com/books/1408564426m/22571540.jpg
2398,2398,3183,2402,4,1537534,20939,134,mystery,1205579,50,60887397,9780000000000.0,Sara Shepard,2008.0,Unbelievable,"Unbelievable (Pretty Little Liars, #4)",en-US,4.06,46722,50026,1856,594,2354,10544,16409,20125,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2414,2414,9190,2418,4,10822858,20939,994,mystery,7211561,111,525952489,9780000000000.0,"Jussi Adler-Olsen, Lisa Hartford",2007.0,Kvinden i buret,"The Keeper of Lost Causes (Department Q, #1)",eng,3.98,36825,46392,3954,762,1777,9089,20939,13825,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2423,2423,10398,2427,5,6697305,20939,180,mystery,6892987,28,545060494,9780000000000.0,Linda Sue Park,2010.0,Storm Warning,"Storm Warning (The 39 Clues, #9)",eng,3.98,39115,40422,582,1473,2267,8525,11445,16712,https://images.gr-assets.com/books/1357211087m/6697305.jpg
2424,2424,5064,2428,5,6950688,20939,339,mystery,7185126,41,1423128206,9780000000000.0,Ally Carter,2010.0,Only the Good Spy Young,"Only the Good Spy Young (Gallagher Girls, #4)",en-US,4.29,51772,54139,2246,551,1448,7546,17067,27527,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2425,2425,2409,2429,3,455941,30358,550,suspense,224290,77,440241006,9780000000000.0,Lee Child,2003.0,The Persuader,"Persuader (Jack Reacher, #7)",eng,4.09,37434,46967,2055,214,1069,8920,20844,15920,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2426,2426,331,2430,3,58077,20939,1276,mystery,2027280,42,425212890,9780000000000.0,Charlaine Harris,2005.0,,"Grave Sight (Harper Connelly, #1)",eng,3.85,52215,55171,2250,1046,3440,14607,19717,16361,https://images.gr-assets.com/books/1328694483m/58077.jpg
2441,2441,179,2445,3,91661,20939,2805,mystery,891863,58,553381520,9780000000000.0,Laurie R. King,1994.0,The Beekeeper's Apprentice,"The Beekeeper's Apprentice (Mary Russell, #1)",en-US,4.08,46665,53691,4823,1064,2257,9331,19782,21257,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2473,2473,6975,2477,5,5861926,20939,310,mystery,6034082,32,545135702,9780000000000.0,Peter Lerangis,2009.0,The Sword Thief,"The Sword Thief (The 39 Clues, #3)",eng,3.87,41021,42573,1112,1584,2869,10292,12408,15420,https://images.gr-assets.com/books/1357211037m/5861926.jpg
2474,2474,1604,2478,2,85437,30358,313,suspense,944350,75,451159535,9780000000000.0,Robin Cook,1977.0,Coma,Coma,eng,3.86,29071,41540,567,431,2125,11625,15950,11409,https://images.gr-assets.com/books/1309286934m/85437.jpg
2475,2475,453,2479,4,46945,30358,83,suspense,526038,39,1560252480,9780000000000.0,"Hubert Selby Jr., Darren Aronofsky, Richard Price",1978.0,Requiem for a Dream,Requiem for a Dream,eng,4.1,37995,39392,935,724,1428,6791,14658,15791,https://images.gr-assets.com/books/1353949849m/46945.jpg
2493,2493,263,2497,5,49353,20939,599,mystery,449477,98,075280944X,9780000000000.0,Michael Connelly,1995.0,The Last Coyote,"The Last Coyote (Harry Bosch, #4; Harry Bosch Universe, #4)",eng,4.21,37717,44054,1364,127,582,6438,19648,17259,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2498,2498,23866,2502,5,14740588,20939,1055,mystery,20387074,33,,,Janet Evanovich,2012.0,Notorious Nineteen,"Notorious Nineteen (Stephanie Plum, #19)",eng,3.9,42656,52396,5011,348,2413,14528,20138,14969,https://images.gr-assets.com/books/1345653049m/14740588.jpg
2502,2502,296,2506,2,3758,30358,617,suspense,2503304,178,014200202X,9780000000000.0,Ian Fleming,1953.0,Casino Royale,"Casino Royale (James Bond, #1)",eng,3.73,39150,46774,3074,738,3128,14342,18248,10318,https://images.gr-assets.com/books/1497801490m/3758.jpg
2511,2511,537,2515,5,26722,30358,257,suspense,27405,38,743270371,9780000000000.0,Vince Flynn,2006.0,Act of Treason,"Act of Treason (Mitch Rapp, #9)",en-US,4.28,34242,36818,775,350,694,4651,13743,17380,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
